gene_id	prot_Ctrl_t0_r1	prot_Ctrl_t0_r2	prot_Ctrl_t0_r3	prot_Ctrl_t6_r1	prot_Ctrl_t6_r2	prot_Ctrl_t6_r3	prot_Ctrl_t24_r1	prot_Ctrl_t24_r2	prot_Ctrl_t24_r3	prot_Ctrl_t48_r1	prot_Ctrl_t48_r2	prot_Ctrl_t48_r3	prot_Trt_t0_r1	prot_Trt_t0_r2	prot_Trt_t0_r3	prot_Trt_t6_r1	prot_Trt_t6_r2	prot_Trt_t6_r3	prot_Trt_t24_r1	prot_Trt_t24_r2	prot_Trt_t24_r3	prot_Trt_t48_r1	prot_Trt_t48_r2	prot_Trt_t48_r3
ENSG00000034	10.7371740949526	9.98846136710068	10.0717526103734	9.83046260016987	10.2751515602441	9.93953373923155	9.8720312199107	10.8408525524656	10.3538661586743	10.5628860496209	10.2990074925691	10.3224813517867	10.3772392394348	9.91456701917638	10.6724260143247	10.4211074237544	10.5278921813449	10.1938440462796	10.3655472286274	10.0751727629181	10.7140135283502	10.527562513311	10.5721924518281	10.9331393228462
ENSG00000035	NA	NA	NA	4.02425087852745	NA	3.63911428989328	NA	NA	3.35105944625517	NA	NA	NA	3.79278928453197	3.8026483534834	NA	NA	3.61042560245399	4.35038244525182	NA	3.55409942307327	NA	4.19835136657357	NA	NA
ENSG00000036	NA	8.15797645636596	7.98960975934572	8.27723886180722	8.09674993517513	8.47982562062702	7.80169103173608	8.6611151372335	7.66529015665791	7.58658486887868	7.63974347615031	8.31388963198756	8.14990575481157	7.65607847488007	7.75094493330366	8.38301673532666	7.91699036328306	7.59546119388106	7.78147636650632	7.89527535182709	8.23334985560264	7.89305077747237	7.5150898842875	NA
ENSG00000037	NA	NA	5.61793031338206	NA	NA	5.05185433490276	4.98108332704384	5.54205309510284	4.40628298266935	5.14123876827017	4.85340931462963	NA	4.79973411239389	5.0716336612827	NA	NA	5.54465975355033	4.48273987160527	NA	5.24499420011754	NA	5.12855648992261	NA	5.16258578131139
ENSG00000041	9.01114947613817	9.88216633062944	8.88918392515475	9.47694096227413	9.68033669629595	8.76230446761422	8.88029310186394	NA	9.14401517902936	9.85648833115622	8.9671607761747	9.27285834834927	8.87173606874181	9.91858882192163	NA	8.47949546459634	9.55245597680657	9.67105785194392	8.89493800622917	8.72629951391234	9.18640265386748	9.48360119566432	9.08040259332747	8.8184813033479
ENSG00000042	5.16308894669902	NA	4.86987871608992	4.97683993364828	4.45164092723786	5.62276186118724	NA	NA	5.25843081150093	NA	5.03773694222872	4.53629042210639	4.83105493224774	NA	4.9610721087718	NA	NA	4.92844421111232	NA	5.00981937599771	NA	5.40658947317172	4.57021491677568	4.75331854555595
ENSG00000043	5.91133702311889	5.92470507160208	6.37484572571084	6.23304508991712	5.44991819558997	5.95347120474693	5.78504290199278	5.73677752795247	5.74639659122386	5.65277136349234	5.7148900135046	5.91212117094665	5.79030823358213	5.60110996645096	NA	6.03176736857929	6.35784947660996	6.07636695740844	5.42173794525008	5.76692739676332	5.60391772265507	5.79247701289632	6.19637584569271	6.42336396268152
ENSG00000044	7.7362736355696	7.94801916416642	7.94961675190947	8.00469225934449	7.49545221571484	7.36336499258685	7.10443544909031	8.20900947518512	7.23511126670296	7.02531797325793	8.03045183286314	7.57382435343952	7.7697351624688	7.8587370887119	7.93054392877394	7.57693754711247	7.913413853097	7.91036428670485	9.88650315418717	9.47268050044752	NA	9.31094743596435	10.0277985861941	9.3982986095985
ENSG00000047	5.5842565845508	NA	NA	5.07326486604961	NA	5.06461666870579	NA	NA	5.52997414424933	5.17623522119032	5.06013275845548	4.94124296978359	NA	5.13429951545442	5.75367245181179	5.3578288316656	5.45260659972199	5.40898865356331	NA	NA	5.02865288789853	5.91794625251727	5.20626985070002	5.55184405605968
ENSG00000048	NA	7.93071717096397	NA	7.11430586949411	7.78278671539762	7.58240088616376	6.75619440122808	7.73984126871604	7.52506554739397	7.61290595007891	7.41597080557254	NA	8.00771348129143	7.96706665117099	7.76046207884569	7.59539102673287	7.53571213823173	7.36774329548969	7.15904173780557	7.56229074020979	NA	7.82988952353625	7.92573195457983	7.30188449174854
ENSG00000050	NA	8.69216899557449	8.46458643587525	NA	8.23879443628336	7.93467768932072	8.14148385788581	7.9322326636074	7.8699631082385	7.95996874981513	8.50138015747024	7.64519428395643	8.21468294753075	7.60657127495678	7.874761104304	8.53247635452197	8.20609161844517	8.06578846959385	8.53556361455988	7.66565312002402	7.57244504340448	7.79231545552626	NA	7.57551332341127
ENSG00000051	NA	7.09729110583121	7.00110060960694	6.80013507134153	7.85622764778708	7.87495333568337	7.60010008515709	7.07681140492125	7.15299016927235	6.87536645174238	7.33926140263227	7.41464310097865	6.94320094865831	NA	7.28411407667233	6.86305300131544	7.13798336487746	6.82034563542216	NA	7.70556483744809	6.82369113123383	6.88114881822572	7.03607864760635	7.09003911711427
ENSG00000058	6.20770389678257	6.18302765695524	6.4589126499185	6.82991892654466	6.87328597026807	6.2101334666168	6.7625836620116	6.41180589722433	6.93475124393516	6.63032192146903	6.93081018440593	NA	6.54591102889812	NA	NA	6.96980892643736	6.48550966150209	6.77233171163911	6.8438801343821	NA	NA	6.49594237022322	6.06079639898422	6.34053584402501
ENSG00000060	9.20663499637888	8.76719932413502	8.93459150955463	8.35054831718269	8.55467315686475	8.93889200873753	9.16323077499466	8.1960114261394	8.21972121887114	NA	NA	8.54869160307662	7.98058258958178	8.6429896935252	NA	8.5687131127068	8.22163655321224	8.57221147056659	8.45413560623172	8.55041696483965	8.71999484033516	8.90359710170902	8.93918400959169	8.88211594105994
ENSG00000067	5.75389453745417	NA	5.8311270014308	NA	5.27509746476191	5.69538646759148	5.71259947277578	6.04201064172798	5.505456824306	NA	5.57547000835654	5.13218015609131	5.6193231484834	5.28434452188735	5.17686778931944	5.87875470087111	NA	NA	5.37647323570366	NA	NA	5.74960029832622	NA	NA
ENSG00000068	9.06058812970227	7.63152557687013	8.96756387088534	8.34909959487014	8.75263995783719	7.38841947876043	8.64088489177214	7.27584916885709	7.55135822367056	8.25675393386769	9.03439757933478	7.51210172667017	8.63242485946005	8.28148365143793	8.74955686790745	8.75292293951853	7.36515911600848	7.85420626701543	7.20410605419638	8.25063127653014	7.74193683266085	8.46800338490718	8.52614287064261	8.05291857428417
ENSG00000077	NA	NA	NA	NA	1.91342137882681	2.40076775433539	NA	NA	2.29405241131131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48148084143915	NA	NA
ENSG00000078	8.47728404476945	9.08156498237627	9.3521592965838	NA	8.47993106959867	9.10450902878879	9.55294424740841	NA	8.80868204570823	8.80278271614122	8.98376453762698	8.70974164334965	8.82950481506965	8.94609651433811	8.6190014654706	9.15540770496949	9.46757857179291	9.19274336225498	8.05198537194632	8.85912292742835	8.74824425764125	9.14583625193965	8.93998657371117	NA
ENSG00000082	NA	6.00524670167693	5.18135697028293	4.76757698897946	NA	NA	4.852408839577	5.00583621436191	4.43643324998434	NA	4.66882190915316	NA	NA	NA	5.42042643490535	NA	NA	NA	NA	NA	NA	2.75249701338746	2.94687152939856	NA
ENSG00000085	NA	5.95139382142129	5.5794410386086	6.72142414254058	6.52252818633554	6.29179253393345	7.34629294473643	7.79407528241057	6.77282535745135	7.19159068759605	7.30033596912063	7.89204945278965	6.32712138742944	5.7131637917383	6.38573825973812	NA	6.18694546157411	6.69265274791428	6.59844332615913	6.92307581241217	7.07721627524812	7.25649129923965	7.25509447152236	7.27020704832547
ENSG00000088	9.47692706927676	8.5080858805265	NA	9.22612550276212	8.78757093427925	7.99225967068025	9.26826350218179	9.86277976949973	9.48943710296004	NA	8.98111718967334	8.73282386236029	9.22972945509742	8.65024980751747	8.51421722489875	NA	9.23452633820443	8.89844673767177	8.31285194806662	8.33330985169374	8.06791047007949	8.20465207760211	8.48947337660859	8.75108495976426
ENSG00000089	6.77962100755577	7.07067637577803	NA	6.73785510686866	6.88032445932662	6.88797473099114	7.18681080611765	6.78829742394552	6.64136585390875	6.46824578159843	6.72976753046752	6.7681831352753	6.74807864504656	6.86832275344056	6.90856860133525	7.19472748941434	7.16771100533684	6.93478644958606	7.28913121063078	6.73885652814907	7.09185955649791	6.97876792267907	7.44172528460068	6.66029363245464
ENSG00000093	6.6282516202262	7.16186344865172	7.51284934300869	7.35920236054046	7.10957152651382	7.4638795801697	7.1876371242133	NA	7.23555346947871	7.18539292576026	NA	NA	7.17154847023017	7.16752621641992	7.45051557559554	7.58553909294668	7.08361699110283	NA	7.00694202099318	7.30425268488277	7.16684714105007	7.56489041110602	6.56073903938489	6.92325817206062
ENSG00000094	9.58830704570516	8.69875867386718	9.76311100007643	10.019100548314	10.0791259207332	9.78074183848166	9.69937905806463	9.5997752015531	10.0799234896971	9.86686045081041	9.47812269874215	9.2447539834994	9.77780924554318	9.04123800236987	9.82174946572493	10.0902416730359	9.55779869482154	10.1263692681701	9.54386855318973	9.31350279593938	9.256161344757	9.4969138222344	9.6673018094295	9.85161954942666
ENSG00000095	8.84902181620018	8.57497232430656	8.28624944901755	8.47536358432661	8.13444839473656	8.62796406491571	7.62945056989442	8.4253822702031	8.84194160070177	8.52252187610276	8.57307984934005	8.42027092363583	8.83902978313221	8.15349947295104	8.67842781292573	8.5733375241348	9.11183600945005	8.68269969876298	9.83353320647431	9.49012370197758	9.49297569836123	9.12668427733644	8.91819593322187	NA
ENSG00000096	12.4038880961225	12.6674836442177	11.9589101706314	12.3331810162465	12.2117019574948	12.4298844698094	11.9209335427944	12.055243839542	12.5116504694584	12.3063336711695	11.9485522500936	12.5727633937399	12.8491323758214	13.3007832240875	12.7923393775472	12.5633964792936	12.2762528037562	12.0947203413713	12.6972637503887	12.6401314575426	11.5683559682662	12.1736539869475	13.1007733530161	12.6637001876252
ENSG00000100	NA	NA	NA	NA	4.80890362565187	5.45691700787903	NA	NA	NA	NA	4.21801849642556	NA	4.95166008963078	NA	5.12291837897846	NA	NA	4.77024426067487	5.13894146620368	4.95959896307233	4.62225071825138	NA	NA	NA
ENSG00000101	5.73607912222764	6.08196233388497	6.15253764825027	5.84351323998504	NA	NA	5.59297282970068	4.90793034381171	NA	5.21474258600338	5.5830569026644	5.20598214459632	NA	NA	4.94564305675984	5.75435215958595	NA	6.20933370552304	6.05334693816104	NA	6.03873542943224	4.8594131020368	5.60557524059775	NA
ENSG00000102	9.78555999371619	9.00054963742158	8.79305395772829	8.65797158460683	9.81213005040056	8.84403301565225	9.18369276962503	9.22584201479682	8.80245264915285	8.60991719666443	8.36101527100226	8.74545173350308	9.43807995310095	8.79994954800773	9.25911702890392	9.02384338793525	8.22016962157186	8.94334061947079	10.0009702049648	NA	9.40605561414298	10.2547828768387	9.67756556529121	9.55878890230361
ENSG00000109	NA	NA	NA	4.19229882037593	NA	3.88038658213855	3.05115862176222	NA	4.00763431744647	NA	3.86246606142076	NA	NA	3.14089954052077	4.445958841655	NA	NA	NA	NA	NA	NA	NA	3.70385861590202	NA
ENSG00000111	NA	2.85263761300104	NA	2.95424629638034	NA	3.34761743436729	NA	NA	NA	NA	NA	2.34168066917775	2.56666474297607	NA	3.00959376440131	2.86759449449939	2.92769169814682	3.28553006523813	NA	NA	3.01185816240565	NA	NA	3.15206140566278
ENSG00000112	6.11374589694732	5.8965272039867	6.34117439209871	5.99030878828339	6.06061257391811	5.85442562317752	5.57883044110501	6.08599012369076	5.49540260698285	5.34277327679668	6.28308273209291	6.31770581649773	5.77608795845836	NA	6.38048153846263	5.81807854440748	6.45901889608954	5.73670206361614	5.81294378056551	NA	5.86457598260649	NA	NA	5.89206903614306
ENSG00000114	3.53329061509684	NA	NA	NA	NA	NA	NA	NA	NA	4.07090642320452	3.07124888330774	3.92130191148824	3.9651065128396	NA	NA	NA	NA	NA	NA	4.06372862341527	NA	4.32727592009511	4.16780026283417	4.20284760501215
ENSG00000116	NA	5.32930554995617	NA	5.05421539414275	NA	NA	4.84966081851534	4.92916413017306	NA	NA	NA	4.86269772336135	4.51304127080702	NA	5.25504746426353	NA	NA	NA	NA	4.29280298609519	NA	NA	4.56617552296719	4.99350561940706
ENSG00000119	NA	5.76578162171756	NA	5.92781590089306	NA	5.76118098505754	5.73493800836235	NA	5.93968745932428	6.34285742391499	5.79143218482133	6.0977767917573	5.71237071414142	NA	6.48646233329235	NA	NA	NA	6.22627706824549	NA	6.62356256443403	6.37759636631862	6.1677187480701	6.61807534087503
ENSG00000120	NA	4.58815904609709	4.87395746383553	NA	NA	4.6614142052735	NA	4.72763370133105	NA	NA	5.03753173997853	5.37499445555576	4.44912659811856	4.86751502278533	4.73008669346668	NA	NA	NA	NA	NA	4.11954382058177	NA	4.15257132551067	4.43344222567644
ENSG00000122	5.80346640992711	5.50435360050014	NA	NA	NA	5.48611828246502	5.14398595025318	5.6402771752875	NA	5.37151580924163	4.87302545509201	4.69442057615697	4.63868712202689	NA	NA	5.43470230460958	4.76174558452254	NA	6.00409515126106	5.34707346508	5.35447882984536	5.6394955099551	5.2491640093719	NA
ENSG00000123	6.50289591565979	6.42571486369632	6.02382971904685	5.71932280188255	NA	6.04018170751943	NA	7.16216012163927	6.20653372731893	6.1067971683934	6.28993999594591	6.04328621187568	NA	6.02813081819948	5.53085020571528	NA	5.67965454408742	NA	5.72945393228255	NA	NA	6.53174430434161	6.32970606785633	6.37013976110899
ENSG00000125	6.24504911989873	6.28972998480963	NA	NA	6.80040942821786	5.13694729550188	NA	4.9360385095742	5.40791012832611	6.46568278555961	6.36755209170015	3.9406723620402	NA	4.91354533222082	5.89005933684381	4.85975137458637	NA	6.9236052112	6.15417386285245	6.10153956213364	6.46236325015477	4.93318165265549	5.21861750938005	6.89104674608608
ENSG00000126	5.87239974161551	5.95511280202582	6.94851204489371	4.93685151699098	6.17453117946477	5.8789018798674	6.42452957323525	6.29219475704265	6.39076404989524	NA	6.65943826663927	NA	6.41755230228719	6.13999588414907	6.01892085504152	5.87384424462632	6.76507594448017	6.1034341900803	7.92501695600542	NA	7.80421952155991	7.54144436987294	7.90900751320484	7.889600395194
ENSG00000129	7.99618651643726	7.77802427442184	8.12293886437575	7.63319265773501	NA	7.23049372130643	7.87685118856189	7.68632739342172	7.56481461975664	7.48918948893304	8.34575681150912	8.39489931188222	7.45426605559859	7.87501018805955	8.49075608574703	8.09869376315709	7.89436679455308	7.42426224617459	8.23951203537149	7.51260907999937	7.49094147167958	7.53852310349327	NA	NA
ENSG00000134	6.94913809732103	8.41295215461992	7.97153045504283	7.86860107117824	NA	NA	8.44965782858297	8.34954268118326	7.91099438629476	8.49988122429126	8.11889506853079	8.51200609432966	NA	8.23997495859786	7.72214956240773	7.78977101055063	7.65431935302764	7.5979677266078	8.14603302891247	8.09729450649944	8.13722289592242	8.75085157951992	7.65486904145007	7.77902212516753
ENSG00000136	8.22690139258175	9.33312917276718	8.74659002462135	8.72759678787176	8.52634497514657	8.22000229709435	8.37712518017876	9.07306836820667	8.7501892720798	8.35639683607076	8.48684446976463	8.5441255571118	8.74649537405816	8.49140350522293	8.43643764395208	8.64346184609335	8.16976722392683	8.95266435365899	7.68003283284071	8.21387491950327	7.76156961543305	8.21004126892261	8.16605446754509	8.19469801048888
ENSG00000138	8.6891261361136	9.45673572398647	9.23009362496492	9.20942756418489	9.38780890451169	9.10713763360909	9.51484533523909	9.16129967415982	9.12062345758016	9.49405813961373	NA	8.96814861926995	9.11058613692393	9.04633089486656	9.69943800600745	9.27414064098698	8.41729450692253	8.82791588395683	8.74036819109987	9.31727776066763	9.05309291686972	9.00462245697383	9.06680500394245	8.90535718619902
ENSG00000141	8.93900164932356	8.59484734723737	9.207168530828	9.89967261611669	8.84506293710559	NA	9.46116235215384	9.52766123213579	8.29507199556047	8.46075336398536	9.07570012171122	9.61616806700101	8.76094849563053	8.74532104027539	9.49645671451455	8.52868716835019	8.78285232014915	8.7564176124365	8.60191172639685	9.35970490939882	8.3410804522069	8.79800113225495	9.22476792831095	8.78568169708402
ENSG00000145	NA	NA	2.48461533590948	NA	2.95469859888422	NA	NA	NA	NA	NA	NA	NA	NA	1.97710960126148	2.82626843745806	1.93934750676691	2.87017597713925	NA	NA	NA	NA	NA	NA	NA
ENSG00000149	7.33482741190593	7.17656107150865	6.73308154749619	8.08213124667388	7.25083596414075	7.24090899617356	7.98499686208308	7.90054444078281	7.09228832202012	7.08438911531773	6.48237358026605	7.28482222945417	7.49964406013504	6.99960199130087	8.72898541178167	7.55492130250937	8.14075094140304	7.97394179130708	7.4077322671168	7.71009836859281	7.71083086908029	7.54725333609553	7.53466729690403	7.86120738859985
ENSG00000155	8.16444927061757	7.85293637742728	8.12451405122441	NA	8.65589772584333	7.46611676365556	8.44697227570293	7.22381048187181	7.99718409587384	7.86822665739494	8.43443323847373	7.87771588705848	8.12295404358948	8.91685153013305	8.26799372137204	8.19222662845814	7.51285293769856	8.76622013179118	8.11166391258175	7.97181227991298	8.21446262707731	8.23299882195164	7.99163264761063	8.14628566995667
ENSG00000156	9.02196377564436	9.21214893504903	8.70903343186609	9.26049183146328	9.59186128258105	9.24464081961542	8.98287175001801	9.56208411423955	NA	9.82342162392695	9.19368609417315	8.90597129336284	9.38258638600956	9.70660297193283	NA	10.6267007514074	10.1132916505035	11.2669147320346	11.8012445118108	11.9990020410263	11.4177001630684	11.2261058712506	12.1210277970193	11.9571683765419
ENSG00000157	7.78424056849302	8.22665972981081	7.93435357601285	7.88829348947374	7.60764927381464	8.30378477543319	7.65779665503413	7.83340153434047	7.68879613332378	7.48384806192951	7.8507232693129	6.90896980530601	7.07608858765482	7.43698604041452	7.02621905243311	7.44576042273428	7.27450880822666	NA	8.10949473582606	8.20947946427206	NA	8.0062356556664	8.90989326317035	8.58360970572901
ENSG00000160	NA	NA	NA	NA	3.90353377185702	NA	NA	NA	NA	NA	2.82241295891838	NA	3.63690034594592	NA	4.32491264122306	NA	NA	3.8584609460094	NA	NA	3.13176506813702	NA	NA	NA
ENSG00000162	7.80641485519672	7.58658255244559	8.05523588780576	8.11148835086878	7.63435734084327	7.67168670972838	8.28636700387263	NA	7.58384181271029	7.77236251812273	8.31833336114816	7.46895838174074	7.99209059158129	7.33626010947201	7.53779913822197	7.78195886612128	7.46276411849633	NA	7.66358558204907	7.88650161406089	7.21796804451217	7.84758987395385	NA	7.37378787770831
ENSG00000163	8.54072644601874	7.72854126228576	8.07459148040473	8.84383591491566	8.4660455888129	8.4956901184009	8.13984400933778	NA	8.37481337474171	8.55526733956499	NA	8.46569401469477	9.05710076095507	8.40201518383669	8.39369657407825	8.43652028287647	7.97344294043786	8.12178454055244	9.20540935863015	9.63608044490243	NA	8.63448413587425	8.95742088405869	9.28007033422645
ENSG00000164	9.3566137178268	NA	9.58358828599894	10.0915957009857	9.70968892667447	10.361203328663	10.1378323452739	10.2657527449045	9.93559130025637	9.77035401682619	10.055880852733	9.58038261692144	9.95110924649573	10.0024717025306	10.0050278296054	9.50769243426081	9.87721203686926	9.59036204328726	9.81895330460695	10.3695407749638	NA	9.53726762827016	10.0972892508272	9.82112587454626
ENSG00000166	9.45536327895019	10.1897525119277	9.69475111468666	9.59381842879183	9.76467872858313	9.68713108197851	10.0824307309093	9.94155465378713	10.3166688187316	10.8063817393249	10.0694562075152	10.1410149392904	9.70285013405548	9.40915674947289	9.86807110544946	9.430458523123	9.71099231178564	9.72449613659825	NA	9.93430323542804	10.0212499907312	10.3495774057711	10.8090139542625	10.6754530602205
ENSG00000168	7.78848856458418	7.74924507127663	8.16076191961192	7.95111401031603	8.19251470211572	7.85882351279086	7.63500905668949	8.35230361800409	8.93298153788723	8.09366685964594	7.67276980895387	7.66014014537092	8.21299570825738	8.08436270259187	7.73943715476588	8.1913033602246	NA	8.65605587918508	7.88685531700624	8.32061835699441	7.76423550762002	7.76691576998175	7.84883877963051	8.39431564059064
ENSG00000177	NA	3.64103483995698	NA	NA	NA	3.09291516297979	3.38502583678317	NA	NA	NA	3.52950475197256	NA	NA	NA	NA	NA	3.21802196718916	NA	4.82207146120141	NA	4.80873214269452	NA	4.42523859858345	NA
ENSG00000178	7.63075102533736	7.33638690012738	7.84581731666036	8.40033602491715	7.73047313505759	8.48220433793833	8.67022340746283	NA	9.18029535698505	8.99717220258756	9.50439631494185	9.39521843261873	7.41941368532315	NA	NA	8.06467998127316	NA	8.08568534629579	8.68372988373254	9.0028476507826	NA	9.20192090140034	9.49255330597106	NA
ENSG00000180	4.78081156216699	NA	5.13885441984437	NA	NA	NA	NA	5.23840523855595	NA	NA	5.45566426582942	4.96942216004569	4.9975635756063	NA	5.53656722081871	NA	NA	4.82408187394792	4.42761773070053	NA	4.00020848282541	4.83379938602218	NA	5.25467833312181
ENSG00000186	9.6260512566805	9.16800253838891	9.38082956040242	9.36878103716015	9.53357616849733	9.95312964102744	9.18851389162031	9.20518345447778	9.72304358789836	9.44801917988265	9.70168294333936	9.36638022130826	9.24462959730865	9.67651476498364	9.18872185513455	9.86810637551511	10.0234011487412	10.5590261668521	11.1997839973337	12.1195495393581	11.3249609140794	11.5932755186604	11.9249558432622	11.5438853551257
ENSG00000188	NA	3.27388364166483	2.9371009193998	NA	2.45415574747929	NA	NA	3.09378735330802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.83470894119292
ENSG00000190	5.63336822469458	5.27951048539204	5.71092160849861	4.96008744403709	5.06768150770704	5.75784869494055	5.87014219352324	6.02002553582189	NA	6.16877480387997	5.2395103437679	5.52113358512837	NA	5.39974924007684	5.11745894532939	5.32016568603142	5.71444414790637	NA	5.31735588915216	5.45608715342809	5.18030826917088	6.03346543891522	NA	5.81542391409331
ENSG00000192	10.8767235353803	10.3627332589117	11.1005562052839	10.7219006562986	10.9999596493306	10.8468347348181	11.1039827839169	11.1450843236018	11.1648776270666	10.9771850307261	11.2289558780489	10.2096843747453	10.9083437900897	11.3761353107305	10.479412533523	10.2792449722372	10.9255762320797	10.7510620554676	11.1252119141069	11.3617229283971	10.7869621754791	10.7039177955639	10.9190030690075	10.3653956021172
ENSG00000194	5.08866162901037	NA	4.82180229061355	5.57883046169921	5.53932253463122	4.91912446541391	NA	NA	4.72060389273967	5.31398669572412	NA	4.83859774521331	4.96334992754312	5.09019136571866	NA	4.97414672156409	NA	4.40240420374311	NA	4.67477321465919	4.34750605490281	NA	NA	4.61899428045415
ENSG00000196	11.2425045817014	11.2166665483416	10.2500053103515	11.1165266302973	10.4851835906199	11.0086004284721	10.5853384558572	10.6754441469576	10.0004589522846	10.8701056820663	10.0252099518661	10.8554484767697	10.6504058186498	10.7356633264387	10.9771505517146	NA	NA	10.9983486878992	NA	11.880004615708	11.4999662067451	11.7620710935303	12.0913869367162	11.7528205287839
ENSG00000197	4.71129579104268	NA	4.13542746278982	NA	NA	4.80502823201867	NA	NA	NA	4.69093008682237	5.32421277528141	NA	4.58489104493911	4.80117122789072	5.12068353427597	5.39954697117473	4.654282365732	NA	3.95583852897108	5.07746046141606	5.09897969885412	4.78411899658493	5.66866742760373	4.23550007576128
ENSG00000198	6.66079273328969	6.64757945116042	NA	NA	NA	6.47761726723197	6.71740679992634	6.44276154870106	7.35521088740985	7.99776468596114	7.02772096223202	7.12882990815584	7.02490036957966	5.92114936291127	6.7367179269968	NA	6.47872485942765	NA	NA	NA	8.62111527318016	9.35897602196638	9.52151200526624	8.81427383508071
