gene_id	detected	rna_mean	p_detect
ENSG00000097	0	2.29615215211903	0.348827934564976
ENSG00000098	0	8.44104080726795	0.450706809292977
ENSG00000099	0	4.5410511574972	0.384988688004367
ENSG00000100	1	3.31556913143156	0.365062008637708
ENSG00000101	1	6.79516516238861	0.422622032231913
ENSG00000102	1	8.80959853655124	0.457045661307863
ENSG00000103	0	8.77613406733744	0.456469497508457
ENSG00000104	0	8.04776814771112	0.443960534499407
ENSG00000105	0	2.09247127974193	0.34562457414053
ENSG00000106	0	10.2242443404429	0.481487747752926
ENSG00000107	0	5.96471732646064	0.408627589078821
ENSG00000108	1	2.68356768825554	0.354958618230938
ENSG00000109	1	2.40279768891512	0.350510672383776
ENSG00000110	0	7.53035502302022	0.435116496185063
ENSG00000111	1	2.14753696570311	0.346489245358348
ENSG00000112	1	6.18830450658513	0.412381860251314
ENSG00000113	0	5.85599805746314	0.406805890180983
ENSG00000114	1	5.17859334155217	0.395514769120926
ENSG00000115	0	2.34704187287726	0.349630445879234
ENSG00000116	1	5.37663085280828	0.398804767240462
ENSG00000117	0	4.10728654303863	0.377887444548522
ENSG00000118	0	9.04768485670982	0.46114806493605
ENSG00000119	1	5.77604646305809	0.40546785281913
ENSG00000120	1	3.47138041933853	0.367571636416069
ENSG00000121	0	7.92856978101549	0.441919740335797
ENSG00000122	1	4.87588761325488	0.39050423894536
ENSG00000123	1	6.45221554192122	0.416826332072297
ENSG00000124	0	4.69462096740817	0.387514773336463
ENSG00000125	1	4.39603454370616	0.382608969988922
ENSG00000126	1	5.71137723337067	0.404386600172571
ENSG00000127	0	4.21917834618608	0.37971437533328
ENSG00000128	0	4.91990424336906	0.391231417052795
ENSG00000129	1	6.67020003688471	0.420507619334727
ENSG00000130	0	3.27887980711406	0.364472118811961
ENSG00000131	0	5.9124157252388	0.407750907452977
ENSG00000132	0	5.5268393361476	0.401306306561896
ENSG00000133	0	10.1060848695373	0.479441175435932
ENSG00000134	1	5.91008700124426	0.407711886890795
ENSG00000135	0	7.11339146207609	0.428019077194195
ENSG00000136	1	6.92208109938076	0.42477235855067
ENSG00000137	0	4.39375607377151	0.382571624913356
ENSG00000138	1	7.92665857392161	0.441887034360518
ENSG00000139	0	4.61393865473567	0.386186858199841
ENSG00000140	0	7.66033925602798	0.437334636600289
ENSG00000141	1	8.74491435436529	0.455932087059079
ENSG00000142	0	4.96694793610726	0.392009138068043
ENSG00000143	0	6.42824504516158	0.416422079725689
ENSG00000144	0	5.40820685368889	0.399330193483983
ENSG00000145	1	2.02024923064656	0.344492050489703
ENSG00000146	0	3.73936046073412	0.371904715538397
ENSG00000147	0	7.67280261183088	0.437547453051727
ENSG00000148	0	7.22311046058307	0.429883932343823
ENSG00000149	1	7.40500387714887	0.432979874518104
ENSG00000150	0	5.7190560480685	0.404514939617622
ENSG00000151	0	8.69165980843393	0.455015610446653
ENSG00000152	0	0.917553432215645	0.327425361452722
ENSG00000153	0	9.82795597238899	0.474626709203553
ENSG00000154	0	7.6175602634204	0.436604345257126
ENSG00000155	1	7.77038324821645	0.439214467473508
ENSG00000156	1	6.17397845643336	0.412140999524189
ENSG00000157	1	7.38074033643406	0.432566585471077
ENSG00000158	0	3.85188881687311	0.373730435701087
ENSG00000159	0	3.67425994243134	0.370850152994971
ENSG00000160	1	2.84992741194229	0.357606014981807
ENSG00000161	0	4.59683240613724	0.38590553057857
ENSG00000162	1	7.04599558161417	0.426874582711196
ENSG00000163	1	7.24349055306497	0.430230546482608
ENSG00000164	1	8.40106413873415	0.4500201711653
ENSG00000165	0	8.40878071228357	0.450152696067469
ENSG00000166	1	8.4333197844965	0.450574178511918
ENSG00000167	0	9.78433305682365	0.47387199277092
ENSG00000168	1	6.7489766169814	0.421840186253804
ENSG00000169	0	7.076561871192	0.427393553036911
ENSG00000170	0	4.88755457188516	0.390696936060498
ENSG00000171	0	7.07624048191722	0.427388095489527
ENSG00000172	0	5.21629323015962	0.396140358802223
ENSG00000173	0	7.62051712990929	0.436654813890857
ENSG00000174	0	4.89202075310144	0.390770710692873
ENSG00000175	0	5.47334838042523	0.4004148830042
ENSG00000176	0	9.93072210571878	0.476405109663432
ENSG00000177	1	4.69717389118378	0.387556818207112
ENSG00000178	1	8.08908194277076	0.444668312709411
ENSG00000179	0	8.14452663544975	0.445618530548227
ENSG00000180	1	3.78221741130695	0.372599621866395
ENSG00000181	0	1.16956316559082	0.331287734436701
ENSG00000182	0	11.1298287736383	0.49718842200642
ENSG00000183	0	3.33356186324317	0.365351443480848
ENSG00000184	0	1.33104901378459	0.333774752772347
ENSG00000185	0	2.5158482154391	0.352298541959585
ENSG00000186	1	8.91474942407804	0.458856804061945
ENSG00000187	0	9.98289270778275	0.477308170314964
ENSG00000188	1	3.11006630784482	0.361763206985274
ENSG00000189	0	5.52924294686678	0.40134637796839
ENSG00000190	1	5.51256631543095	0.401068383401652
ENSG00000191	0	5.57527420447353	0.402114034482483
ENSG00000192	1	6.6499652234755	0.420165517895609
ENSG00000193	0	9.11890669386161	0.462376318852671
ENSG00000194	1	3.52262485736107	0.368398600780224
ENSG00000195	0	4.29948399764977	0.381027686286024
ENSG00000196	1	11.4479629827772	0.502707018046728
ENSG00000197	1	5.98413367990818	0.408953195118955
ENSG00000198	1	6.42487898193037	0.416365321471399
ENSG00000199	1	4.31865269021375	0.381341427485536
ENSG00000200	0	3.59611239691983	0.369585866672735
ENSG00000201	0	5.4071160883153	0.399312039220987
ENSG00000202	0	10.177506679915	0.480678153496261
ENSG00000203	1	6.9016268477077	0.424425609094033
ENSG00000204	0	8.16808129415301	0.446022333888795
ENSG00000205	0	9.44311393829959	0.467972976367292
ENSG00000206	1	0.211299230335419	0.31672612239697
ENSG00000207	1	6.93378176031145	0.424970746610201
ENSG00000208	0	8.23543334266731	0.447177358100395
ENSG00000209	1	4.50753883313059	0.384438258209921
ENSG00000210	1	4.6369043033099	0.386564668425032
ENSG00000211	1	7.75588812618966	0.438966753009958
ENSG00000212	0	0.6970117470175	0.324064332413374
ENSG00000213	1	5.26411855183873	0.396934458340089
ENSG00000214	1	5.12656388715486	0.394651957377197
ENSG00000215	1	6.39916507608696	0.415931809185617
ENSG00000216	0	3.16814696810756	0.362694233055874
ENSG00000217	0	5.18887490483184	0.395685346935743
ENSG00000218	0	2.18695671504788	0.347108859210368
ENSG00000219	1	3.80592100389348	0.372984191432338
ENSG00000220	1	4.07964647919618	0.377436678417417
ENSG00000221	1	6.56547771632205	0.418737955410728
ENSG00000222	1	7.71271562902501	0.438229137035308
ENSG00000223	1	6.4852469898481	0.417383576726292
ENSG00000224	0	7.69259319771533	0.43788543189608
ENSG00000225	1	5.06143714814705	0.393572876659808
ENSG00000226	0	7.66542554397812	0.437421484083702
ENSG00000227	1	5.79756884115176	0.405827905375765
ENSG00000228	1	11.1546562664562	0.497619091168703
ENSG00000229	0	2.80940520856903	0.356960349098422
ENSG00000230	0	4.29300074596947	0.380921594923629
ENSG00000231	1	4.39274380580554	0.382555033862689
ENSG00000232	1	5.34751068417424	0.398320412613263
ENSG00000233	1	3.45028675776817	0.367231460396099
ENSG00000234	0	7.18502587192529	0.42923639370752
ENSG00000235	1	7.6341987775944	0.436888353186472
ENSG00000236	0	6.60756155422202	0.419448866075946
ENSG00000237	0	5.62261659954812	0.402904057481448
ENSG00000238	0	6.77612437685898	0.422299676511235
ENSG00000239	0	1.11716320222414	0.330482742620976
ENSG00000240	1	5.70125068058772	0.404217370587025
ENSG00000241	0	2.94305677529587	0.359091861130244
ENSG00000242	1	4.81891547369075	0.389563751291593
ENSG00000243	0	8.87033899298441	0.458091733302902
ENSG00000244	0	5.92201783615173	0.407911814614742
ENSG00000245	0	5.95387151900298	0.408445743230405
ENSG00000246	1	5.02266290650276	0.392930920854461
ENSG00000247	1	6.12100990987345	0.411250817171082
ENSG00000248	1	7.99835683838964	0.443114330402759
ENSG00000249	0	1.18324566769793	0.331498094040515
ENSG00000250	0	9.3041487805094	0.465573007717862
ENSG00000251	1	8.61469259324762	0.453691593892267
ENSG00000252	0	2.65711588883913	0.354538484607244
ENSG00000253	0	3.54550194024091	0.368768033181601
ENSG00000254	1	2.62538778706617	0.354034843425432
ENSG00000255	0	-0.0564359324374986	0.312719502528174
ENSG00000256	1	5.85954229631546	0.406865237299082
ENSG00000257	1	9.53235093681478	0.469514913991308
ENSG00000258	0	5.60769591510594	0.402655014990764
ENSG00000259	1	5.14607382775043	0.394975416842291
ENSG00000260	0	6.43642128210695	0.416559955920621
ENSG00000261	1	4.96522012515191	0.391980564368001
ENSG00000262	1	10.6671260269702	0.489163616951476
ENSG00000263	0	8.53602571834528	0.452339015924349
ENSG00000264	0	3.97809143569816	0.375782299263671
ENSG00000265	0	7.29336364713279	0.431079050281931
ENSG00000266	0	4.30199657081345	0.381068804867102
ENSG00000267	0	8.67105336674922	0.454661068198002
ENSG00000268	1	6.1330954139321	0.411453873624157
ENSG00000269	0	4.06728369079489	0.377235129243936
ENSG00000270	1	8.46133893969839	0.451055521488025
ENSG00000271	0	6.1234883982748	0.411292457413391
ENSG00000272	0	12.7385667281968	0.525074007739403
ENSG00000273	0	5.53328763147934	0.401413811248515
ENSG00000274	0	1.53625557357949	0.336948484557226
ENSG00000275	0	7.20778594383971	0.429623346090945
ENSG00000276	0	5.63673517336245	0.403139757982487
ENSG00000277	0	6.77203559244785	0.422230463039577
ENSG00000278	0	4.71655163546349	0.387876010682307
ENSG00000279	0	1.86575861134925	0.342075396915742
ENSG00000280	0	4.0432757382893	0.376843851551367
ENSG00000281	0	4.64498018843649	0.386697558121793
ENSG00000282	0	4.83123145805906	0.389766992413742
ENSG00000283	1	4.96081091593264	0.391907650357698
ENSG00000284	1	6.28822880426774	0.414063026507295
ENSG00000285	0	6.80024888972986	0.42270810961981
ENSG00000286	1	4.90662907108311	0.391012053122874
ENSG00000287	0	5.9890990162879	0.409036475060662
ENSG00000288	1	2.69620234305023	0.355159373300072
ENSG00000289	0	2.14037323479311	0.34637669905015
ENSG00000290	1	7.12950288655566	0.428292790652939
ENSG00000291	1	3.91428738358245	0.374744379408957
ENSG00000292	1	7.27183407992946	0.430712712266667
ENSG00000293	0	6.32875687908078	0.414745460497257
ENSG00000294	0	8.39334016611672	0.449887526294098
ENSG00000295	0	3.23448517361399	0.363758887475769
ENSG00000296	0	3.9169400687794	0.37478750857852
ENSG00000297	0	7.25030958019662	0.430346536280084
ENSG00000298	0	1.29466313185385	0.333213565698358
ENSG00000299	1	5.29448471160048	0.397438945351824
ENSG00000300	0	6.77478651796605	0.422277029381144
ENSG00000301	0	6.49782345917778	0.417595798889842
ENSG00000302	1	6.04226388837393	0.40992849670103
ENSG00000303	1	10.015392216446	0.477870804419495
ENSG00000304	0	9.44011644698482	0.467921192778594
ENSG00000305	0	6.97858594227244	0.425730637309841
ENSG00000306	1	6.88499627748479	0.424143735170435
ENSG00000307	0	4.15876199563724	0.378727490883261
ENSG00000308	1	1.85462820517139	0.341901601374569
ENSG00000309	0	4.87693003694442	0.39052145472885
ENSG00000310	0	6.49550990131939	0.417556756366613
ENSG00000311	0	4.19127834723047	0.379258512352527
ENSG00000312	0	1.67872659176741	0.339160646928829
ENSG00000313	0	7.86510630426963	0.44083397793454
ENSG00000314	1	5.52246580560936	0.40123339734067
ENSG00000315	0	7.90538733051673	0.441523059357329
ENSG00000316	0	7.11508128368076	0.428047783138117
ENSG00000317	0	9.36625355864383	0.466645384973884
ENSG00000318	1	5.62411064792453	0.402928997537802
ENSG00000319	0	3.70235248906691	0.371305073503686
ENSG00000320	1	5.60121369553216	0.402546835311746
ENSG00000321	1	5.3420727540336	0.398229985756231
ENSG00000322	1	8.64750937286256	0.454256040444822
ENSG00000323	1	5.06776635585397	0.393677699532499
ENSG00000324	0	8.23173221842119	0.447113872382189
ENSG00000325	0	0.422108739650651	0.319900142088742
ENSG00000326	1	4.01426862625306	0.376371312546418
ENSG00000327	0	2.68045614567681	0.354909186014066
ENSG00000328	0	4.46852102699998	0.383797775241801
ENSG00000329	0	1.8479354227882	0.34179711746402
ENSG00000330	1	5.24535250789483	0.396622798860073
ENSG00000331	0	4.90208226136998	0.390936930053669
ENSG00000332	1	8.60596555274114	0.453541509319162
ENSG00000333	1	7.62065454276143	0.436657159324198
ENSG00000334	0	2.9250584380418	0.35880449214283
ENSG00000335	0	3.56903180924937	0.369148167749769
ENSG00000336	0	4.2026206951679	0.379443811304332
ENSG00000337	1	10.5310392314922	0.486804296506776
ENSG00000338	1	7.29616331174718	0.43112669374303
ENSG00000339	0	8.1634613516562	0.445943127438189
ENSG00000340	0	10.0619265626673	0.47867650817274
ENSG00000341	0	7.35696224071514	0.432161656202163
ENSG00000342	0	6.66266341672023	0.420380191940441
ENSG00000343	1	3.10960697503444	0.361755848059456
ENSG00000344	0	6.27706127476683	0.413875039358346
ENSG00000345	0	4.86397806472514	0.390307570330551
ENSG00000346	0	5.29597868254183	0.397463771016546
ENSG00000347	1	6.10333636848311	0.410953926882077
ENSG00000348	0	6.45304882673682	0.416840387085168
ENSG00000349	1	2.23758573307185	0.347905424717573
ENSG00000350	0	3.99076054450776	0.375988527677734
ENSG00000351	0	0.867825006089677	0.326665942923192
ENSG00000352	1	6.93662926774646	0.425019030574136
ENSG00000353	0	3.79086210625293	0.372739855657033
ENSG00000354	0	6.78491525806492	0.422448495716125
ENSG00000355	0	0.181916774197254	0.316285073195995
ENSG00000356	0	8.91637620187677	0.458884832717711
ENSG00000357	0	8.00979651671459	0.443310213912379
ENSG00000358	1	5.15171496378452	0.39506895959518
ENSG00000359	1	4.78206216326177	0.388955819112524
ENSG00000360	0	5.00443961413881	0.3926293391796
ENSG00000361	1	5.24128011049758	0.396555177068708
ENSG00000362	0	6.99518649742885	0.426012276385023
ENSG00000363	1	4.88428495099506	0.390642929983156
ENSG00000364	1	6.97673026916095	0.425699157615145
ENSG00000365	1	5.60671669506778	0.402638672494581
ENSG00000366	1	9.77174742646547	0.473654271863221
ENSG00000367	1	3.37220025848162	0.365973317467223
ENSG00000368	1	6.2664649097288	0.41369669002878
ENSG00000369	0	4.40506852155209	0.382757054306245
ENSG00000370	1	6.35624323600155	0.415208477289768
ENSG00000371	1	4.99650473259419	0.392498048480618
ENSG00000372	0	4.80530337966818	0.389339166107621
ENSG00000373	0	9.60261538621599	0.470729433653338
ENSG00000374	0	5.94052303040285	0.408221970668506
ENSG00000375	0	6.93725338370166	0.425029613632249
ENSG00000376	0	5.43887586362574	0.399840749303158
ENSG00000377	0	7.8924861868146	0.441302336797217
ENSG00000378	0	8.21015755583489	0.446743834637559
ENSG00000379	0	2.40965897419012	0.350619063148861
ENSG00000380	0	6.65238875355485	0.420206487458353
ENSG00000381	1	3.54139275068537	0.368701664252171
ENSG00000382	0	1.64436970941381	0.338626536519204
ENSG00000383	0	4.28221107170495	0.380745058841077
ENSG00000384	1	7.87857548338486	0.4410643679135
ENSG00000385	0	6.11875668117674	0.41121296254363
ENSG00000386	1	6.53652873833063	0.418249123963236
ENSG00000387	1	7.15137477261523	0.428664437529924
ENSG00000388	1	9.82813451258394	0.474629798353176
ENSG00000389	0	9.23913040422619	0.464450661746551
ENSG00000390	1	7.11998188991662	0.428131035213396
ENSG00000391	1	4.69304440661459	0.387488809318685
ENSG00000392	0	6.02294756577057	0.409604330786191
ENSG00000393	1	10.8235479524872	0.491876075147824
ENSG00000394	1	7.13905379701829	0.428455069707143
ENSG00000395	0	3.70247993263708	0.371307137799353
ENSG00000396	0	8.10732901999229	0.444980989002274
ENSG00000397	1	10.2359657526506	0.481690802597633
ENSG00000398	0	8.62230172292542	0.453822459898316
ENSG00000399	0	10.0132710531124	0.477834080941075
ENSG00000400	0	10.1827084652356	0.480768254382762
ENSG00000401	1	1.39431500994668	0.334751638771158
ENSG00000402	0	6.64479930471814	0.420078192165695
ENSG00000403	0	5.96612562840612	0.408651203159354
ENSG00000404	0	4.12630931184194	0.37819779882926
ENSG00000405	0	7.23566507777367	0.430097446712938
ENSG00000406	0	4.06184553928921	0.377146485099332
ENSG00000407	0	6.90403237666101	0.424466384824277
ENSG00000408	0	4.11992216967049	0.378093582199794
ENSG00000409	1	10.2716442785439	0.482308913315815
ENSG00000410	1	10.3795465318303	0.484178581884772
ENSG00000411	1	8.02858403018375	0.443631953846846
ENSG00000412	1	10.4193068220711	0.48486763993539
ENSG00000413	0	2.64294527042698	0.354313505063031
ENSG00000414	0	5.27309993711258	0.397083647463814
ENSG00000415	1	4.11883797789559	0.378075892962504
ENSG00000416	0	5.52325594528792	0.401246569091458
ENSG00000417	1	4.20900775854078	0.379548171682924
ENSG00000418	0	6.43302544187943	0.416502690151414
ENSG00000419	1	5.22548402952828	0.39629292199567
ENSG00000420	1	4.7408847740739	0.388276965291762
ENSG00000421	0	8.83579990969182	0.457496855380963
ENSG00000422	0	1.41712636530687	0.335104215603619
ENSG00000423	0	3.19457153914528	0.363118157355318
ENSG00000424	1	1.45806054366234	0.335737363761429
ENSG00000425	1	6.14185391601362	0.411601049793341
ENSG00000426	0	4.09930482761778	0.377757253559773
ENSG00000427	0	6.44506673977048	0.416705758801408
ENSG00000428	0	4.4866212702652	0.384094843393811
ENSG00000429	0	6.97622611678036	0.425690605262978
ENSG00000430	1	4.34562358491081	0.381783037933544
ENSG00000431	0	3.36400812895884	0.365841430066435
ENSG00000432	1	8.24093841402376	0.447271790271929
ENSG00000433	1	3.48974770577783	0.367867951809771
ENSG00000434	0	5.84351942558447	0.406596961239662
ENSG00000435	0	7.38910597621154	0.432709069655625
ENSG00000436	1	8.31797647112673	0.448593671667479
ENSG00000437	1	3.46085778064709	0.367401922045357
ENSG00000438	0	5.49342695470698	0.400749414301473
ENSG00000439	0	6.18832598667282	0.41238222142283
ENSG00000440	1	3.76261753559587	0.372281753116477
ENSG00000441	1	7.39881427818614	0.432874436113429
ENSG00000442	1	6.16704106201801	0.412024377750789
ENSG00000443	1	5.79658338808988	0.405811417301206
ENSG00000444	1	7.28158288086206	0.430878584371496
ENSG00000445	0	4.21955151012247	0.379720473965054
ENSG00000446	1	5.84636116652963	0.406644537359015
ENSG00000447	1	9.52335446473004	0.469359435911929
ENSG00000448	1	8.85330109852275	0.457798269037354
ENSG00000449	0	7.04040916453179	0.426779750987271
ENSG00000450	0	3.86429770404562	0.373931985532991
ENSG00000451	0	5.00048116231917	0.392563840619951
ENSG00000452	0	8.891673213423	0.458459239368724
ENSG00000453	1	4.19756259479493	0.37936117321128
ENSG00000454	1	4.78428561959804	0.388992487479497
ENSG00000455	1	6.48651821958455	0.417405026757352
ENSG00000456	0	7.79349710245309	0.439609534418832
ENSG00000457	1	5.84065726551304	0.406549045036866
ENSG00000458	1	10.9581593670395	0.494210713779122
ENSG00000459	0	2.75662576622593	0.356120159622666
ENSG00000460	0	7.97963639261074	0.442793815290601
ENSG00000461	1	5.32008861506168	0.397864484309232
ENSG00000462	1	6.11710087898736	0.411185145453561
ENSG00000463	1	11.892253605525	0.510412617527014
ENSG00000464	1	7.54700024884248	0.43540039871932
ENSG00000465	1	9.27600000676216	0.465087060659861
ENSG00000466	0	10.8972511391683	0.493154312029498
ENSG00000467	0	6.86763837474913	0.423849586213811
ENSG00000468	1	6.00014945561955	0.409221834696419
ENSG00000469	0	7.46423808852977	0.433989221455099
ENSG00000470	1	9.61733867532104	0.470983969835046
ENSG00000471	1	5.86508309506315	0.406958021605015
ENSG00000472	0	9.49996700448472	0.468955279000085
ENSG00000473	0	7.23500040106089	0.430086142009635
ENSG00000474	0	10.5111793883875	0.486460035447991
ENSG00000475	0	1.10292978806569	0.330264253635402
ENSG00000476	0	8.71790140457715	0.455467173810132
ENSG00000477	1	10.3227497303916	0.483194380839678
ENSG00000478	1	6.4520764264998	0.416823985626005
ENSG00000479	1	8.83661213456377	0.45751084321066
ENSG00000480	0	4.78617955478129	0.389023722503881
ENSG00000481	0	9.18369858408867	0.463494082538575
ENSG00000482	1	7.90894858945729	0.441583992152452
ENSG00000483	1	7.37370332680841	0.432446739248459
ENSG00000484	0	7.12677081669821	0.428246373022537
ENSG00000485	1	6.10429728926135	0.410970067315803
ENSG00000486	0	7.34274157678661	0.43191952857134
ENSG00000487	0	5.88866648177644	0.407353015052471
ENSG00000488	0	4.92229282368012	0.391270891519257
ENSG00000489	0	6.45193975959173	0.416821680482218
ENSG00000490	0	6.09776965592531	0.410860427467386
ENSG00000491	0	7.86280920470506	0.440794688643168
ENSG00000492	1	4.85472970506344	0.390154871911068
ENSG00000493	0	5.52846398728615	0.401333391525556
ENSG00000494	1	6.58772467070698	0.419113725226426
ENSG00000495	0	7.39637692064817	0.432832917952221
ENSG00000496	0	7.12105161623517	0.428149208391169
ENSG00000497	0	6.6198742752585	0.419656924853765
ENSG00000498	0	3.03975343328451	0.360637487827269
ENSG00000499	0	6.25221566528367	0.413456894116694
ENSG00000500	0	7.08531550793069	0.427542206317712
ENSG00000501	0	9.00650593944708	0.460438129434444
ENSG00000502	0	6.52348293820651	0.41802888544452
ENSG00000503	1	1.50816423180485	0.336513145373223
ENSG00000504	1	6.98923788493308	0.425911348826724
ENSG00000505	1	8.18395953587472	0.446294578751985
ENSG00000506	0	4.98769827101736	0.392352354798067
ENSG00000507	0	6.83992695904468	0.423380097374265
ENSG00000508	1	2.64487194555312	0.354344090099035
ENSG00000509	0	5.04795614664966	0.393349640106353
ENSG00000510	0	7.57937036076486	0.435952627536004
ENSG00000511	0	6.27759256763559	0.413883982239424
ENSG00000512	1	1.89842340130696	0.342585685401511
ENSG00000513	0	5.64077372915467	0.403207187304366
ENSG00000514	1	8.63417953207085	0.454026753755385
ENSG00000515	0	8.62944370648741	0.453945297474091
ENSG00000516	0	7.27585020378116	0.43078104319083
ENSG00000517	1	4.55695669845693	0.385250034836942
ENSG00000518	0	3.44300210561146	0.367114012007696
ENSG00000519	1	6.69074404728373	0.42085502636764
ENSG00000520	0	8.39225210667279	0.449868841467901
ENSG00000521	0	11.8340977376834	0.509404188223749
ENSG00000522	0	5.46053459943229	0.400201439712337
ENSG00000523	1	9.02596711165004	0.460773625400299
ENSG00000524	0	3.32429440285171	0.365202353010731
ENSG00000525	0	6.23323418442423	0.413137524689443
ENSG00000526	1	5.48174944625783	0.400554842794034
ENSG00000527	0	5.9290743725822	0.408030076957985
ENSG00000528	0	7.85401687633177	0.44064431266039
ENSG00000529	1	8.68452828414791	0.454892904478388
ENSG00000530	1	6.68027971540492	0.420678060716934
ENSG00000531	0	6.66478211513407	0.420416013321481
ENSG00000532	1	4.82409306802419	0.389649188438926
ENSG00000533	1	9.74671462000563	0.473221255051208
ENSG00000534	0	7.34094928808579	0.431889014537174
ENSG00000535	1	5.47987447278164	0.400523604767443
ENSG00000536	0	4.05506133468639	0.37703591124805
ENSG00000537	0	4.02396343240821	0.376529219214598
