gene_id	t_half_h	sd_log
ENSG00000228	1.00961686117106	0.6
ENSG00000229	10.7701635635825	0.6
ENSG00000230	5.05264642802596	0.6
ENSG00000231	10.1441970813362	0.6
ENSG00000232	10.2938294338005	0.6
ENSG00000233	30.1399785235893	0.6
ENSG00000234	20.1550400033382	0.6
ENSG00000235	44.8683490714861	0.6
ENSG00000236	3.54392196849134	0.6
ENSG00000237	11.2033559556874	0.6
ENSG00000238	7.95734426846547	0.6
ENSG00000239	109.626721524517	0.6
ENSG00000240	20.3989766122183	0.6
ENSG00000241	18.699236888908	0.6
ENSG00000242	5.65392341416173	0.6
ENSG00000243	1.41335260469633	0.6
ENSG00000244	51.9617798928647	0.6
ENSG00000245	6.75172462789439	0.6
ENSG00000246	51.6147384104062	0.6
ENSG00000247	8.15042415584906	0.6
ENSG00000248	10.8568804728877	0.6
ENSG00000249	2.83946565325114	0.6
ENSG00000250	22.1620998258352	0.6
ENSG00000251	5.30211745959627	0.6
ENSG00000252	15.2246249894065	0.6
ENSG00000253	6.14849373725966	0.6
ENSG00000254	4.65541442380539	0.6
ENSG00000255	12.2881114102987	0.6
ENSG00000256	10.2898801919953	0.6
ENSG00000257	5.98823214268381	0.6
ENSG00000258	22.3143898916308	0.6
ENSG00000259	11.1706347816786	0.6
ENSG00000260	14.3953670474225	0.6
ENSG00000261	28.6623145393728	0.6
ENSG00000262	42.7697819619398	0.6
ENSG00000263	35.6744208232825	0.6
ENSG00000264	37.2807407450668	0.6
ENSG00000265	11.5682801948134	0.6
ENSG00000266	11.2965213523293	0.6
ENSG00000267	6.43778477572009	0.6
ENSG00000268	8.7658999478665	0.6
ENSG00000269	22.3003518068029	0.6
ENSG00000270	18.1942818526084	0.6
ENSG00000271	25.6515056944252	0.6
ENSG00000272	5.22970270827759	0.6
ENSG00000273	84.0063282211341	0.6
ENSG00000274	19.9228541983683	0.6
ENSG00000275	4.16458746130317	0.6
ENSG00000276	11.7144047426042	0.6
ENSG00000277	27.6422447079676	0.6
ENSG00000278	29.8750299217028	0.6
ENSG00000279	19.0800568299015	0.6
ENSG00000280	6.51084589431351	0.6
ENSG00000281	23.1405810238457	0.6
ENSG00000282	10.5852613627055	0.6
ENSG00000283	12.1360586049406	0.6
ENSG00000284	7.92126754033069	0.6
ENSG00000285	16.616456726375	0.6
ENSG00000286	8.95207937412867	0.6
ENSG00000287	20.3019104515906	0.6
ENSG00000288	56.7575672607813	0.6
ENSG00000289	18.4741367871251	0.6
ENSG00000290	18.0146810583481	0.6
ENSG00000291	3.68635015738467	0.6
ENSG00000292	13.4005477664342	0.6
ENSG00000293	3.16469283621824	0.6
ENSG00000294	4.58480681661081	0.6
ENSG00000295	3.58588808515405	0.6
ENSG00000296	18.7121616240501	0.6
ENSG00000297	17.0098796679722	0.6
ENSG00000298	2.60235096064952	0.6
ENSG00000299	2.02078201940689	0.6
ENSG00000300	14.2304560582174	0.6
ENSG00000301	26.5261889555215	0.6
ENSG00000302	24.3053630452464	0.6
ENSG00000303	86.4168579196343	0.6
ENSG00000304	18.4859015247281	0.6
ENSG00000305	22.4255913507638	0.6
ENSG00000306	3.29239772859226	0.6
ENSG00000307	28.2383982779856	0.6
ENSG00000308	3.14329753033984	0.6
ENSG00000309	3.91436325043095	0.6
ENSG00000310	10.5190553445937	0.6
ENSG00000311	33.5728303429714	0.6
ENSG00000312	22.1396606594321	0.6
ENSG00000313	12.4712559712272	0.6
ENSG00000314	4.22070802602684	0.6
ENSG00000315	10.1269420411757	0.6
ENSG00000316	13.0613247793476	0.6
ENSG00000317	21.4386368415879	0.6
ENSG00000318	10.46836509143	0.6
ENSG00000319	7.88282079554835	0.6
ENSG00000320	8.24543680906939	0.6
ENSG00000321	9.75461784727314	0.6
ENSG00000322	9.87849921085785	0.6
ENSG00000323	30.2038372064897	0.6
ENSG00000324	30.1333806445635	0.6
ENSG00000325	28.6671010910238	0.6
ENSG00000326	4.2993422649251	0.6
ENSG00000327	11.4702587921093	0.6
ENSG00000328	4.67225142799551	0.6
ENSG00000329	46.4494060540501	0.6
ENSG00000330	17.1290723207877	0.6
ENSG00000331	17.8989436623949	0.6
ENSG00000332	17.3173307664148	0.6
ENSG00000333	14.8136751357205	0.6
ENSG00000334	14.3563845300099	0.6
ENSG00000335	70.1529980008266	0.6
ENSG00000336	5.92652160629398	0.6
ENSG00000337	3.44656112789892	0.6
ENSG00000338	5.5701966474053	0.6
ENSG00000339	24.9949283377517	0.6
ENSG00000340	31.5561974754235	0.6
ENSG00000341	37.4973672137868	0.6
ENSG00000342	30.012653183148	0.6
ENSG00000343	2.31881206974045	0.6
ENSG00000344	8.01989359969173	0.6
ENSG00000345	10.9458054684821	0.6
ENSG00000346	49.8272752807097	0.6
ENSG00000347	34.6157079306018	0.6
ENSG00000348	6.00082734965981	0.6
ENSG00000349	16.1546023611929	0.6
ENSG00000350	12.6818253519419	0.6
ENSG00000351	11.2897559824037	0.6
ENSG00000352	6.06094805765349	0.6
ENSG00000353	4.5376550402201	0.6
ENSG00000354	9.66584174008256	0.6
ENSG00000355	12.5275222601202	0.6
ENSG00000356	44.7292141976947	0.6
ENSG00000357	4.3885965628768	0.6
ENSG00000358	8.75742574819642	0.6
ENSG00000359	2.58319013051107	0.6
ENSG00000360	4.67413171263893	0.6
ENSG00000361	14.2862183798126	0.6
ENSG00000362	19.7082076629432	0.6
ENSG00000363	17.7631958497782	0.6
ENSG00000364	11.4601450589163	0.6
ENSG00000365	218.26269334705	0.6
ENSG00000366	8.34409067333074	0.6
ENSG00000367	13.3655061070592	0.6
ENSG00000368	10.3676010235038	0.6
ENSG00000369	71.2094750626933	0.6
ENSG00000370	115.406155115756	0.6
ENSG00000371	2.46983570532963	0.6
ENSG00000372	6.18645615998036	0.6
ENSG00000373	76.8616207155293	0.6
ENSG00000374	16.1537297965072	0.6
ENSG00000375	56.9063579823258	0.6
ENSG00000376	17.6894218711305	0.6
ENSG00000377	9.33839654681029	0.6
ENSG00000378	3.04092058483243	0.6
ENSG00000379	9.34841559155205	0.6
ENSG00000380	2.55412997412844	0.6
ENSG00000381	16.0861903370086	0.6
ENSG00000382	17.8278999278354	0.6
ENSG00000383	94.4184632825735	0.6
ENSG00000384	8.68147475037627	0.6
ENSG00000385	7.94833642123292	0.6
ENSG00000386	10.897051373877	0.6
ENSG00000387	4.47246702535711	0.6
ENSG00000388	36.2174433952233	0.6
ENSG00000389	19.7669670107436	0.6
ENSG00000390	11.8446844967881	0.6
ENSG00000391	16.915942781056	0.6
ENSG00000392	8.28563540577701	0.6
ENSG00000393	1.89933554353418	0.6
ENSG00000394	17.4317303835566	0.6
ENSG00000395	8.7837834326442	0.6
ENSG00000396	30.5233112115623	0.6
ENSG00000397	11.7112235005295	0.6
ENSG00000398	5.60997346344938	0.6
ENSG00000399	7.66871858912447	0.6
ENSG00000400	18.3557780644155	0.6
ENSG00000401	82.4934168781421	0.6
ENSG00000402	14.0878060889926	0.6
ENSG00000403	5.66277359135823	0.6
ENSG00000404	29.9531947294213	0.6
ENSG00000405	11.6122522430494	0.6
ENSG00000406	18.4638670926708	0.6
ENSG00000407	5.10155686868625	0.6
ENSG00000408	123.192297284546	0.6
ENSG00000409	9.91890121715975	0.6
ENSG00000410	6.38688178762371	0.6
ENSG00000411	2.77534309090544	0.6
ENSG00000412	3.50823366681895	0.6
ENSG00000413	92.1149027272992	0.6
ENSG00000414	5.7658574967445	0.6
ENSG00000415	11.2831022438088	0.6
ENSG00000416	15.3305972654007	0.6
ENSG00000417	40.1798930572585	0.6
ENSG00000418	28.2038587085044	0.6
ENSG00000419	17.622246759633	0.6
ENSG00000420	2.48865375806619	0.6
ENSG00000421	12.4574814462065	0.6
ENSG00000422	18.8331677315828	0.6
ENSG00000423	20.6619000494169	0.6
ENSG00000424	43.796511395746	0.6
ENSG00000425	21.3317221632537	0.6
ENSG00000426	16.1685192023399	0.6
ENSG00000427	13.9852944995507	0.6
ENSG00000428	8.16583120336318	0.6
ENSG00000429	28.2874670993719	0.6
ENSG00000430	6.34462338131369	0.6
ENSG00000431	26.9267297892743	0.6
ENSG00000432	1.670021319653	0.6
ENSG00000433	35.6148377706118	0.6
ENSG00000434	10.9376835815966	0.6
ENSG00000435	12.085237026235	0.6
ENSG00000436	18.9317833351834	0.6
ENSG00000437	5.56972166873616	0.6
ENSG00000438	2.51410537265059	0.6
ENSG00000439	21.211571741873	0.6
ENSG00000440	11.3025214989158	0.6
ENSG00000441	17.2908985943548	0.6
ENSG00000442	85.9139303501261	0.6
ENSG00000443	14.008240362823	0.6
ENSG00000444	2.92612732906557	0.6
ENSG00000445	7.95927913850387	0.6
ENSG00000446	12.2321607486749	0.6
ENSG00000447	10.979990912365	0.6
ENSG00000448	12.0119171133186	0.6
ENSG00000449	10.5306206073063	0.6
ENSG00000450	6.46316799413103	0.6
ENSG00000451	2.06255762666784	0.6
ENSG00000452	52.6505600800362	0.6
ENSG00000453	4.88172578794504	0.6
ENSG00000454	5.90580985388831	0.6
ENSG00000455	27.3369701943162	0.6
ENSG00000456	2.02745456292246	0.6
ENSG00000457	6.49347326037634	0.6
ENSG00000458	10.5654593303064	0.6
ENSG00000459	19.2014137377186	0.6
ENSG00000460	2.03641182974709	0.6
ENSG00000461	28.9598321170293	0.6
ENSG00000462	121.54220143257	0.6
ENSG00000463	11.946721450378	0.6
ENSG00000464	3.41151312993567	0.6
ENSG00000465	3.87542702003018	0.6
ENSG00000466	7.97463913422891	0.6
ENSG00000467	5.53827355881144	0.6
ENSG00000468	11.5499954155501	0.6
ENSG00000469	17.6102351629618	0.6
ENSG00000470	4.0251390472541	0.6
ENSG00000471	10.987029405583	0.6
ENSG00000472	18.4925232192707	0.6
ENSG00000473	7.27560943139577	0.6
ENSG00000474	7.3898446112943	0.6
ENSG00000475	16.2166588775879	0.6
ENSG00000476	53.0916726224617	0.6
ENSG00000477	43.4840918099278	0.6
ENSG00000478	9.42779929441427	0.6
ENSG00000479	96.2977446736177	0.6
ENSG00000480	4.73517796363785	0.6
ENSG00000481	7.00991897095222	0.6
ENSG00000482	445.484407513464	0.6
ENSG00000483	11.9253499761212	0.6
ENSG00000484	15.4632763466148	0.6
ENSG00000485	3.59530961300536	0.6
ENSG00000486	18.1598124713408	0.6
ENSG00000487	139.271004846707	0.6
ENSG00000488	11.1445963391315	0.6
ENSG00000489	32.244291195171	0.6
ENSG00000490	7.11219488024936	0.6
ENSG00000491	8.19414600278306	0.6
ENSG00000492	73.5211890852735	0.6
ENSG00000493	17.4475012944721	0.6
ENSG00000494	9.56109350657902	0.6
ENSG00000495	14.8537909611806	0.6
ENSG00000496	5.23192297799951	0.6
ENSG00000497	17.9869398256873	0.6
ENSG00000498	68.7214692117333	0.6
ENSG00000499	26.3958986585817	0.6
ENSG00000500	6.0777134372224	0.6
ENSG00000501	10.7375043409464	0.6
ENSG00000502	11.0678354308555	0.6
ENSG00000503	7.85099133766046	0.6
ENSG00000504	27.9001426821423	0.6
ENSG00000505	4.16689503211426	0.6
ENSG00000506	5.25816940755955	0.6
ENSG00000507	9.24774900370423	0.6
ENSG00000508	87.4385582036669	0.6
ENSG00000509	28.4879432971493	0.6
ENSG00000510	3.08555107215692	0.6
ENSG00000511	16.2241795949202	0.6
ENSG00000512	48.8250407651941	0.6
ENSG00000513	55.8502856058723	0.6
ENSG00000514	11.9136341115558	0.6
ENSG00000515	12.1199311717335	0.6
ENSG00000516	4.25277891579568	0.6
ENSG00000517	11.3844697358359	0.6
ENSG00000518	9.7552455847986	0.6
ENSG00000519	6.07869420888888	0.6
ENSG00000520	6.45793951382113	0.6
ENSG00000521	3.34630824230425	0.6
ENSG00000522	7.69300923450289	0.6
ENSG00000523	41.9902541794531	0.6
ENSG00000524	6.08255543614026	0.6
ENSG00000525	5.47895135738895	0.6
ENSG00000526	3.89847899929422	0.6
ENSG00000527	1.23636465522974	0.6
ENSG00000528	18.8122384420892	0.6
ENSG00000529	2.76096822927828	0.6
ENSG00000530	26.1828775167124	0.6
ENSG00000531	33.5395409806122	0.6
ENSG00000532	33.4724423883972	0.6
ENSG00000533	11.3132469428967	0.6
ENSG00000534	10.3252446510976	0.6
ENSG00000535	10.3945040330046	0.6
ENSG00000536	19.1530924319117	0.6
ENSG00000537	2.00384579812881	0.6
ENSG00000538	10.1949750389642	0.6
ENSG00000539	3.65171477196663	0.6
ENSG00000540	4.05978555867509	0.6
ENSG00000541	4.77379580364602	0.6
ENSG00000542	2.05279702233243	0.6
ENSG00000543	36.9790938933347	0.6
ENSG00000544	6.86626086368432	0.6
ENSG00000545	148.188666644257	0.6
ENSG00000546	5.49216886445709	0.6
ENSG00000547	3.01475029059297	0.6
ENSG00000548	11.004794479876	0.6
ENSG00000549	23.2283380183043	0.6
ENSG00000550	8.52909160594374	0.6
ENSG00000551	9.52333036162345	0.6
ENSG00000552	30.2681170843334	0.6
ENSG00000553	2.87028667267599	0.6
ENSG00000554	10.6652017376463	0.6
ENSG00000555	1.64336059362502	0.6
ENSG00000556	10.1858682529125	0.6
ENSG00000557	110.619169892202	0.6
ENSG00000558	12.2608844720237	0.6
ENSG00000559	69.2170894439905	0.6
ENSG00000560	50.6227741107532	0.6
ENSG00000561	15.7866506972824	0.6
ENSG00000562	6.40159939980768	0.6
ENSG00000563	111.709645054331	0.6
ENSG00000564	41.0611147232337	0.6
ENSG00000565	11.9423080629225	0.6
ENSG00000566	19.1313494297672	0.6
ENSG00000567	4.34161144472471	0.6
ENSG00000568	4.08320176668333	0.6
ENSG00000569	4.74818132026806	0.6
ENSG00000570	10.7082348188545	0.6
ENSG00000571	21.9478519202829	0.6
ENSG00000572	14.0436065339318	0.6
ENSG00000573	35.5257209747056	0.6
ENSG00000574	15.9385772127215	0.6
ENSG00000575	23.2169716558881	0.6
ENSG00000576	8.9412609856546	0.6
ENSG00000577	56.4607361118792	0.6
ENSG00000578	17.0021160578138	0.6
ENSG00000579	17.7120779212513	0.6
ENSG00000580	73.6304833454964	0.6
ENSG00000581	18.8898247515029	0.6
ENSG00000582	27.8197992264081	0.6
ENSG00000583	7.23082144980163	0.6
ENSG00000584	9.70488833050948	0.6
ENSG00000585	4.67300946276298	0.6
ENSG00000586	45.590872441915	0.6
ENSG00000587	25.2095140150238	0.6
ENSG00000588	25.5606715538905	0.6
ENSG00000589	18.4027460639644	0.6
ENSG00000590	17.2057435424784	0.6
ENSG00000591	2.82281190558638	0.6
ENSG00000592	56.0519605066985	0.6
ENSG00000593	17.5546337180576	0.6
ENSG00000594	111.281306860479	0.6
ENSG00000595	10.4623373690756	0.6
ENSG00000596	20.4967190295761	0.6
ENSG00000597	88.705085836699	0.6
ENSG00000598	14.0909952179	0.6
ENSG00000599	24.7954319550672	0.6
ENSG00000600	34.8060805947366	0.6
ENSG00000601	1.50298008110413	0.6
ENSG00000602	34.0744880537472	0.6
ENSG00000603	14.3110123646529	0.6
ENSG00000604	9.86430716952774	0.6
ENSG00000605	17.6373856638355	0.6
ENSG00000606	2.5088386111738	0.6
ENSG00000607	18.6788815109573	0.6
ENSG00000608	16.3317747837013	0.6
ENSG00000609	13.6383015629642	0.6
ENSG00000610	16.769513944266	0.6
ENSG00000611	16.560970961964	0.6
ENSG00000612	38.2280487832882	0.6
ENSG00000613	50.9308602639176	0.6
ENSG00000614	4.97876681311331	0.6
ENSG00000615	24.1300872666962	0.6
ENSG00000616	11.6735806692614	0.6
ENSG00000617	5.21457597561801	0.6
ENSG00000618	12.0406308388561	0.6
ENSG00000619	9.79713334214	0.6
ENSG00000620	20.426506910075	0.6
ENSG00000621	44.7414528036938	0.6
ENSG00000622	14.462315285981	0.6
ENSG00000623	6.98746137108382	0.6
ENSG00000624	14.8952166289446	0.6
ENSG00000625	11.2706663574555	0.6
ENSG00000626	8.20769453939996	0.6
ENSG00000627	4.27293896869903	0.6
ENSG00000628	22.1019452949015	0.6
ENSG00000629	4.62282069319259	0.6
ENSG00000630	6.64731264711436	0.6
ENSG00000631	36.4021669882041	0.6
ENSG00000632	36.2492478737694	0.6
ENSG00000633	22.1493339216123	0.6
ENSG00000634	9.24315321264942	0.6
ENSG00000635	25.4293462027232	0.6
ENSG00000636	9.30730366908635	0.6
ENSG00000637	8.36766056620998	0.6
ENSG00000638	8.19219409963034	0.6
ENSG00000639	232.88755337769	0.6
ENSG00000640	20.2186570741486	0.6
ENSG00000641	39.4334759897226	0.6
ENSG00000642	1.37650731111544	0.6
ENSG00000643	11.9535951423171	0.6
ENSG00000644	16.9295955222404	0.6
ENSG00000645	0.931296771695143	0.6
ENSG00000646	58.461814467	0.6
ENSG00000647	13.0867090114287	0.6
ENSG00000648	20.606285732705	0.6
ENSG00000649	1.97531087906664	0.6
ENSG00000650	15.6676779991166	0.6
ENSG00000651	196.681528708327	0.6
ENSG00000652	41.0653080893507	0.6
ENSG00000653	16.7773771940905	0.6
ENSG00000654	8.22542349791281	0.6
ENSG00000655	11.1458229528959	0.6
ENSG00000656	2.61678020628273	0.6
ENSG00000657	5.38573392219204	0.6
ENSG00000658	9.61774847676019	0.6
ENSG00000659	17.6645593106694	0.6
ENSG00000660	24.4336527900644	0.6
ENSG00000661	48.8474209343517	0.6
ENSG00000662	5.71887907293587	0.6
ENSG00000663	4.80255044925128	0.6
ENSG00000664	14.1589771751646	0.6
ENSG00000665	4.09229639378538	0.6
ENSG00000666	5.99888234413083	0.6
ENSG00000667	1.72685665819306	0.6
ENSG00000668	57.2490680289793	0.6
ENSG00000669	80.1542609983936	0.6
ENSG00000670	9.02412013890746	0.6
ENSG00000671	12.6824295718249	0.6
ENSG00000672	22.0719033548469	0.6
ENSG00000673	14.7753206602515	0.6
ENSG00000674	18.2387116529703	0.6
ENSG00000675	13.355174516328	0.6
ENSG00000676	4.49769634936505	0.6
ENSG00000677	6.42933727182053	0.6
ENSG00000678	4.74547938334923	0.6
ENSG00000679	5.66927644944526	0.6
ENSG00000680	6.37747964034108	0.6
ENSG00000681	20.6050598712569	0.6
ENSG00000682	4.71687225697171	0.6
ENSG00000683	12.2454739717283	0.6
ENSG00000684	67.341635770838	0.6
ENSG00000685	3.76083075033113	0.6
ENSG00000686	5.9668421566595	0.6
ENSG00000687	15.6059575196677	0.6
ENSG00000688	14.8264366192916	0.6
ENSG00000689	23.4018237902146	0.6
ENSG00000690	7.17106624090902	0.6
ENSG00000691	125.973882656833	0.6
ENSG00000692	11.1033032039912	0.6
ENSG00000693	34.0653870452246	0.6
ENSG00000694	2.20452444658709	0.6
ENSG00000695	27.7143461720419	0.6
ENSG00000696	15.5214431646992	0.6
ENSG00000697	1.78575156977573	0.6
ENSG00000698	22.5379156755938	0.6
ENSG00000699	8.14818363720975	0.6
ENSG00000700	4.10241821418394	0.6
ENSG00000701	55.8957187487261	0.6
