group_id	prot_Ctrl_t0_r1	prot_Ctrl_t0_r2	prot_Ctrl_t0_r3	prot_Ctrl_t6_r1	prot_Ctrl_t6_r2	prot_Ctrl_t6_r3	prot_Ctrl_t24_r1	prot_Ctrl_t24_r2	prot_Ctrl_t24_r3	prot_Ctrl_t48_r1	prot_Ctrl_t48_r2	prot_Ctrl_t48_r3	prot_Trt_t0_r1	prot_Trt_t0_r2	prot_Trt_t0_r3	prot_Trt_t6_r1	prot_Trt_t6_r2	prot_Trt_t6_r3	prot_Trt_t24_r1	prot_Trt_t24_r2	prot_Trt_t24_r3	prot_Trt_t48_r1	prot_Trt_t48_r2	prot_Trt_t48_r3
PG00015	MNAR	MNAR	MNAR	obs	MAR	obs	MAR	MAR	obs	MNAR	MNAR	MNAR	obs	obs	MAR	MAR	obs	obs	MAR	obs	MAR	obs	MAR	MAR
PG00016	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR
PG00017	MAR	MAR	obs	MAR	MAR	obs	obs	obs	obs	obs	obs	MAR	obs	obs	MAR	MAR	obs	obs	MAR	obs	MAR	obs	MAR	obs
PG00019	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00020	obs	MAR	obs	obs	obs	obs	MAR	MAR	obs	MAR	obs	obs	obs	MAR	obs	MAR	MAR	obs	MAR	obs	MAR	obs	obs	obs
PG00021	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00022	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs
PG00023	obs	MAR	MAR	obs	MAR	obs	MAR	MAR	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	MAR	obs	obs	obs	obs
PG00024	MAR	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs
PG00025	MAR	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs
PG00026	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs
PG00027	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	MAR	MAR	obs	obs	obs	obs	MAR	MAR	obs	obs	obs
PG00028	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	MAR	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00030	obs	MAR	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	MAR	MAR	obs	MAR	MAR	obs	MAR	MAR
PG00031	obs	MAR	obs	obs	obs	obs	obs	MAR	MAR	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	obs	MAR	obs	obs	obs
PG00031b	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	obs
PG00033	MNAR	MNAR	MNAR	MAR	obs	obs	MAR	MAR	obs	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	obs	MAR	MAR
PG00034	obs	obs	obs	MAR	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR
PG00035	MAR	obs	obs	obs	MAR	MAR	obs	obs	obs	MAR	obs	MAR	MAR	MAR	obs	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	obs	obs	MAR
PG00036	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs
PG00037	obs	obs	MAR	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs
PG00038	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00040	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	MAR	MAR	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs
PG00041	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00042	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR
PG00043	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00044	MNAR	MNAR	MNAR	MAR	obs	obs	MNAR	MNAR	MNAR	MAR	obs	MAR	obs	MAR	obs	MAR	MAR	obs	obs	obs	obs	MNAR	MNAR	MNAR
PG00045	obs	obs	obs	obs	MAR	MAR	obs	obs	MAR	obs	obs	obs	MAR	MAR	obs	obs	MAR	obs	obs	MAR	obs	obs	obs	MAR
PG00046	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs
PG00048	MNAR	MNAR	MNAR	obs	MAR	obs	obs	MAR	obs	MAR	obs	MAR	MAR	obs	obs	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MAR	obs	MAR
PG00049	MAR	obs	MAR	obs	MAR	obs	MNAR	MNAR	MNAR	MAR	MAR	obs	obs	MAR	obs	obs	obs	obs	MAR	MAR	obs	MAR	MAR	obs
PG00050b	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	MAR	MAR	obs
PG00051	obs	MAR	MAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	obs	obs	obs	obs	MAR	MAR	MNAR	MNAR	MNAR	MAR	obs	MAR	obs	obs	obs
PG00052	MAR	obs	MAR	obs	MAR	MAR	obs	obs	MAR	MAR	MAR	obs	obs	MAR	obs	MNAR	MNAR	MNAR	MAR	obs	MAR	MAR	obs	obs
PG00054	MAR	obs	MAR	obs	MAR	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	MNAR	MNAR	MNAR	obs	MAR	obs	obs	obs	obs
PG00055	MAR	obs	obs	MAR	MAR	obs	MAR	obs	MAR	MAR	obs	obs	obs	obs	obs	MNAR	MNAR	MNAR	MAR	MAR	obs	MAR	obs	obs
PG00056	obs	obs	MAR	MAR	MAR	obs	obs	obs	MAR	obs	obs	obs	obs	MAR	MAR	obs	obs	MAR	obs	obs	obs	obs	obs	MAR
PG00057	obs	obs	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	obs	MAR	obs	MAR	obs	MAR	MAR	obs	obs	obs
PG00058	obs	obs	MAR	MAR	obs	MAR	MAR	MAR	obs	obs	obs	MAR	MAR	MAR	obs	obs	MAR	obs	obs	obs	obs	MAR	MAR	obs
PG00058b	MAR	obs	MAR	MAR	obs	obs	MAR	obs	MAR	obs	obs	obs	MAR	obs	obs	MNAR	MNAR	MNAR	obs	MAR	obs	obs	obs	obs
PG00059	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs
PG00060	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	MAR
PG00061	obs	obs	obs	obs	MAR	MAR	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00062	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00063	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00065	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00066	MAR	MAR	obs	MAR	obs	MAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MAR	obs	obs	obs	obs	MAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR
PG00067	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00069	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00070	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00071	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	MAR	obs	obs	obs
PG00072	MNAR	MNAR	MNAR	MAR	obs	MAR	MNAR	MNAR	MNAR	MAR	obs	MAR	obs	MAR	obs	MAR	MAR	obs	MAR	MAR	obs	MNAR	MNAR	MNAR
PG00073	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	MAR	obs
PG00074	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs
PG00075	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs
PG00076	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs
PG00077	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs
PG00078	MAR	obs	MAR	MAR	MAR	obs	obs	MAR	MAR	MAR	obs	MAR	MNAR	MNAR	MNAR	MAR	obs	MAR	obs	MAR	obs	MAR	obs	MAR
PG00079	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	MAR	obs	MAR	obs	obs	obs	MAR	obs	obs	MAR
PG00080	obs	MAR	obs	MNAR	MNAR	MNAR	MAR	obs	MAR	MAR	obs	obs	obs	MAR	obs	MAR	MAR	obs	obs	MAR	obs	obs	MAR	obs
PG00081	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00082	MAR	obs	obs	MAR	obs	MAR	MAR	obs	MAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MAR	MAR	obs
PG00083	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	MAR	obs	obs	obs	obs	MAR	obs	obs	obs	obs	MAR	obs
PG00084	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00085	obs	MAR	obs	obs	obs	obs	MAR	MAR	obs	obs	MAR	obs	obs	obs	MAR	obs	MAR	obs	MAR	obs	obs	MAR	MAR	obs
PG00086	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	MAR	obs	MAR	obs	obs	obs	obs	obs
PG00087	obs	MAR	obs	MAR	MAR	obs	MNAR	MNAR	MNAR	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs
PG00088	obs	obs	MAR	MAR	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	MAR	MAR	MAR	obs	obs	obs	obs
PG00089	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	obs	obs	obs
PG00090	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00091	obs	obs	obs	MNAR	MNAR	MNAR	obs	MAR	obs	MNAR	MNAR	MNAR	obs	MAR	MAR	MNAR	MNAR	MNAR	obs	MAR	MAR	MAR	obs	MAR
PG00092	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	MAR	MAR	obs	obs	obs	obs
PG00093	obs	MAR	MAR	MAR	obs	MAR	MAR	obs	MAR	obs	obs	obs	obs	MAR	MAR	MNAR	MNAR	MNAR	obs	obs	MAR	MAR	obs	obs
PG00094	obs	obs	MAR	obs	obs	obs	obs	MAR	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00095	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00096	MAR	MAR	obs	MAR	MAR	obs	MAR	obs	obs	obs	obs	obs	obs	obs	MAR	MAR	obs	obs	MAR	obs	MAR	obs	obs	obs
PG00097	obs	obs	obs	MAR	obs	obs	obs	obs	MAR	MAR	obs	MAR	MAR	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs
PG00098	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	MAR	obs	obs	MAR	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	obs
PG00099	MAR	obs	obs	obs	obs	MAR	MAR	obs	MAR	obs	MAR	MAR	MAR	obs	obs	obs	obs	MAR	MAR	obs	obs	obs	obs	obs
PG00100	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	MAR	MAR	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs
PG00101	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	MAR	obs	obs	obs	MAR	obs	obs	MAR	obs	MAR	obs	obs	obs
PG00102	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00103	obs	obs	obs	obs	obs	obs	MNAR	MNAR	MNAR	MAR	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs
PG00104	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs
PG00105	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	MAR	obs	MAR	obs	obs
PG00106	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00108	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00109	obs	MAR	obs	obs	MAR	obs	MAR	MAR	obs	MNAR	MNAR	MNAR	MAR	MAR	obs	MNAR	MNAR	MNAR	MAR	obs	MAR	MNAR	MNAR	MNAR
PG00110	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00111	obs	MAR	obs	obs	obs	MAR	MAR	MAR	obs	MNAR	MNAR	MNAR	obs	obs	MAR	obs	MAR	MAR	MNAR	MNAR	MNAR	MAR	obs	MAR
PG00112	MAR	MAR	obs	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	obs	obs	MAR	obs	MAR	obs	MAR	obs	obs	MAR	MAR	obs
PG00113	obs	obs	obs	MAR	MAR	obs	MAR	obs	MAR	obs	MAR	obs	obs	obs	obs	MAR	obs	MAR	MNAR	MNAR	MNAR	obs	obs	obs
PG00113b	obs	MAR	MAR	MNAR	MNAR	MNAR	obs	obs	MAR	MAR	obs	MAR	MAR	MAR	obs	obs	MAR	obs	MAR	obs	MAR	obs	MAR	obs
PG00114	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00115	obs	obs	MAR	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs
PG00116	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00117	obs	obs	MAR	MNAR	MNAR	MNAR	MAR	obs	MAR	obs	obs	MAR	MAR	MAR	obs	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MAR	obs	MAR
PG00119	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00120	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00121	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs
PG00122	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	MAR	obs	obs	obs	obs
PG00123	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00123b	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00124	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	MAR	MAR	obs	obs	MAR	obs	MNAR	MNAR	MNAR	obs	obs	obs	obs	obs	MAR
PG00125	obs	obs	obs	obs	obs	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs
PG00126	obs	obs	obs	MAR	MAR	obs	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	obs	obs	MAR	MNAR	MNAR	MNAR	obs	MAR	obs	obs	obs	obs
PG00127	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00128	obs	obs	MAR	obs	obs	MAR	obs	obs	MAR	obs	obs	obs	MAR	obs	obs	obs	obs	MAR	MAR	obs	MAR	obs	MAR	MAR
PG00129	obs	MAR	obs	MNAR	MNAR	MNAR	MAR	obs	MAR	MNAR	MNAR	MNAR	obs	MAR	MAR	MAR	obs	obs	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR
PG00130	obs	obs	MAR	obs	obs	obs	obs	obs	MAR	obs	obs	MAR	MAR	obs	MAR	obs	obs	obs	MAR	obs	MAR	obs	obs	MAR
PG00130b	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	MAR	obs	obs	obs	obs	obs
PG00131	obs	MAR	obs	obs	MAR	MAR	obs	obs	obs	MAR	obs	obs	obs	MAR	obs	MAR	obs	obs	MAR	obs	MAR	obs	obs	obs
PG00132	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00134	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs
PG00136	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs
PG00137	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00139	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00140	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	MAR	obs	obs	MAR	obs	MAR	MAR	obs	MAR	MAR	obs	obs	MAR
PG00143	obs	MAR	obs	obs	MAR	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	MAR
PG00144	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	MAR	obs	obs
PG00144b	MAR	MAR	obs	obs	MAR	MAR	obs	MAR	obs	obs	MAR	MAR	obs	MAR	obs	MNAR	MNAR	MNAR	obs	obs	obs	MAR	MAR	obs
PG00146	obs	MAR	MAR	obs	obs	obs	obs	MAR	obs	MNAR	MNAR	MNAR	MAR	MAR	obs	MNAR	MNAR	MNAR	MAR	obs	obs	MAR	obs	MAR
PG00148	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00149	obs	obs	obs	obs	obs	obs	MAR	obs	MAR	obs	obs	MAR	obs	obs	MAR	obs	obs	obs	MAR	obs	MAR	obs	MAR	obs
PG00150	obs	MAR	MAR	MAR	obs	MAR	MNAR	MNAR	MNAR	MAR	obs	obs	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MAR	obs	MAR	MAR	obs	MAR
PG00151	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00152	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00153	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs
PG00154	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs
PG00155	obs	MAR	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00156	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MAR	MAR	obs	MAR	MAR	obs	MNAR	MNAR	MNAR	obs	obs	MAR
PG00156b	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	obs	obs	MAR	MNAR	MNAR	MNAR	MAR	MAR	obs	MAR	MAR	obs	obs	MAR	MAR
PG00157	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00158	MAR	obs	obs	obs	MAR	MAR	MAR	obs	MAR	MAR	obs	MAR	MAR	obs	MAR	obs	MAR	obs	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR
PG00160	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs
PG00163	MAR	obs	obs	MAR	obs	MAR	obs	obs	obs	MAR	obs	MAR	obs	obs	MAR	obs	MAR	obs	obs	obs	MAR	obs	MAR	obs
PG00164	obs	obs	MAR	obs	obs	MAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MAR	MAR	obs	MAR	obs	MAR	obs	obs	obs
PG00165	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00166	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs	obs
PG00167	MNAR	MNAR	MNAR	obs	MAR	obs	MAR	obs	MAR	MNAR	MNAR	MNAR	MAR	MAR	obs	MAR	MAR	obs	obs	obs	obs	MAR	MAR	obs
PG00168	MAR	obs	obs	MAR	obs	MAR	MAR	obs	obs	MAR	obs	MAR	obs	obs	MAR	MAR	obs	obs	MAR	obs	MAR	MAR	obs	obs
PG00169	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	obs	obs
PG00170	MNAR	MNAR	MNAR	obs	obs	MAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MNAR	MAR	obs	obs	obs	MAR	MAR
PG00171	obs	obs	obs	obs	obs	obs	obs	obs	MAR	obs	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	obs	obs	obs	obs	MAR
PG00172	obs	obs	MAR	MAR	obs	obs	obs	obs	obs	obs	obs	MAR	obs	MAR	obs	obs	obs	obs	obs	obs	obs	MAR	MAR	obs
