group_id	prot_Ctrl_t0_r1	prot_Ctrl_t0_r2	prot_Ctrl_t0_r3	prot_Ctrl_t6_r1	prot_Ctrl_t6_r2	prot_Ctrl_t6_r3	prot_Ctrl_t24_r1	prot_Ctrl_t24_r2	prot_Ctrl_t24_r3	prot_Ctrl_t48_r1	prot_Ctrl_t48_r2	prot_Ctrl_t48_r3	prot_Trt_t0_r1	prot_Trt_t0_r2	prot_Trt_t0_r3	prot_Trt_t6_r1	prot_Trt_t6_r2	prot_Trt_t6_r3	prot_Trt_t24_r1	prot_Trt_t24_r2	prot_Trt_t24_r3	prot_Trt_t48_r1	prot_Trt_t48_r2	prot_Trt_t48_r3
PG00025	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
PG00026	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1
PG00027	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1
PG00028	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1
PG00030	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0	0
PG00031	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1
PG00031b	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1
PG00033	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PG00034	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PG00035	0	1	1	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
PG00036	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
PG00037	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1
PG00038	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00040	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1
PG00041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00042	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PG00043	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00044	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0
PG00045	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	1	1	0
PG00046	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
PG00048	0	0	0	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0
PG00049	0	1	0	1	0	1	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1
PG00050b	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1
PG00051	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1
PG00052	0	1	0	1	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1
PG00054	0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1
PG00055	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	1	0	1	1
PG00056	1	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0
PG00057	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	0	0	1	1	1
PG00058	1	1	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	1	1	1	1	0	0	1
PG00058b	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1
PG00059	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1
PG00060	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
PG00061	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
PG00062	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00063	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00065	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00066	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0
PG00067	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00069	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00070	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
PG00071	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1
PG00072	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0
PG00073	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1
PG00074	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1
PG00075	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
PG00076	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
PG00077	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
PG00078	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0
PG00079	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0
PG00080	1	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	0	1
PG00081	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00082	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PG00083	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1
PG00084	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00085	1	0	1	1	1	1	0	0	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	1
PG00086	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1
PG00087	1	0	1	0	0	1	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
PG00088	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1
PG00089	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1
PG00090	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00091	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
PG00092	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1
PG00093	1	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	1
PG00094	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00095	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00096	0	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1
PG00097	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1
PG00098	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1
PG00099	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	0	0	1	1	1	1	1
PG00100	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1
PG00101	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1
PG00102	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1
PG00103	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1
PG00104	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
PG00105	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	1
PG00106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00108	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00109	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
PG00110	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00111	1	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0
PG00112	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0	1
PG00113	1	1	1	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	0	0	0	1	1	1
PG00113b	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	1
PG00114	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00115	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
PG00116	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00117	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0
PG00119	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00120	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00121	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
PG00122	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1
PG00123	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00123b	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
PG00124	1	1	0	1	1	1	1	1	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0
PG00125	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1
PG00126	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	1
PG00127	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
PG00128	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0
PG00129	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
PG00130	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0	1	0	1	1	0
PG00130b	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1
PG00131	1	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1
PG00132	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00134	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
PG00136	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1
PG00137	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00139	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
PG00140	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	0	0	1	1	0
PG00143	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
PG00144	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1
PG00144b	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	0	0	1
PG00146	1	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0
PG00148	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00149	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	0	1
PG00150	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
PG00151	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00152	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00153	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
PG00154	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1
PG00155	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
PG00156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0
PG00156b	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0
PG00157	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00158	0	1	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0
PG00160	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
PG00163	0	1	1	0	1	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	1
PG00164	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1
PG00165	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
PG00166	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00167	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1
PG00168	0	1	1	0	1	0	0	1	1	0	1	0	1	1	0	0	1	1	0	1	0	0	1	1
PG00169	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
PG00170	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
PG00171	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0
PG00172	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1
PG00173	0	0	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
PG00174	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	1	0
PG00176	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
PG00177	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
PG00179	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00180	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0
PG00181	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
PG00182	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
PG00184	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00185	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0
PG00188	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1
PG00189	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00189b	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00191	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
PG00192	0	1	0	0	1	0	1	1	0	0	0	1	0	1	1	1	1	1	1	0	1	0	0	1
PG00192b	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	1
PG00194	0	1	0	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1
PG00195	0	0	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	0	0	0
PG00196	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1
PG00197	1	1	1	1	0	0	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1
PG00198	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00199	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
PG00200	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1
PG00201	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00202	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	0
PG00203	1	1	0	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0
PG00204	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
PG00206	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00207	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00208	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00209	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1
PG00210	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00211	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1
PG00212	0	1	0	0	1	0	0	1	0	0	1	1	0	1	1	0	1	0	0	1	1	1	1	1
PG00213	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
PG00214	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1
PG00215	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
PG00216	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0
PG00217	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
PG00218	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PG00219	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1
PG00220	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
PG00221	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PG00222	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00223	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1
PG00225	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
PG00226	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
PG00226b	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PG00227	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1
PG00229	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1
PG00230	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00231	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
PG00232	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00234	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	1
PG00235	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0
PG00236	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00237	1	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	1	0	1	0	0
PG00238	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
PG00239	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
PG00240	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	1	1	0	1	1	0	0	0
PG00241	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00242	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1
PG00246	0	1	0	1	0	0	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	1	1
PG00247	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
PG00248	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1
PG00249	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1
PG00251	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0
PG00252	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1
PG00254	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
PG00255	0	0	1	0	1	1	1	0	0	1	1	1	0	0	1	0	1	0	0	1	1	1	1	0
PG00256	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
PG00257	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
PG00258	1	1	0	1	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1
PG00259	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
PG00261	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
PG00261b	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
PG00262	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
PG00263	0	1	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1
PG00264	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1
PG00265	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
PG00267	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
PG00268	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00269	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1
PG00270	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	1
PG00271	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PG00272	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
PG00273	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1
PG00274	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0
PG00275	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0
PG00276	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00277	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00279	1	1	0	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1
PG00281	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PG00282	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
PG00284	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
